"","regio","medium2","medtype","partij","partij2","n"
"1","Almere","1almere.nl","lokaal","cda","cda",44
"2","Almere","1almere.nl","lokaal","cu","cu",26
"3","Almere","1almere.nl","lokaal","d66","d66",33
"4","Almere","1almere.nl","lokaal","gl","gl",13
"5","Almere","1almere.nl","lokaal","lokaal","almereanders",35
"6","Almere","1almere.nl","lokaal","lokaal","ap_opa",14
"7","Almere","1almere.nl","lokaal","lokaal","glp",13
"8","Almere","1almere.nl","lokaal","lokaal","la",68
"9","Almere","1almere.nl","lokaal","lokaal","ra",8
"10","Almere","1almere.nl","lokaal","lokaal","wow",11
"11","Almere","1almere.nl","lokaal","lokaal","wstav",33
"12","Almere","1almere.nl","lokaal","pvda","pvda",21
"13","Almere","1almere.nl","lokaal","pvdd","pvdd",3
"14","Almere","1almere.nl","lokaal","pvv","pvv",20
"15","Almere","1almere.nl","lokaal","sp","sp",19
"16","Almere","1almere.nl","lokaal","vvd","vvd",52
"17","Almere","Almere Deze Week","lokaal","cda","cda",75
"18","Almere","Almere Deze Week","lokaal","cu","cu",21
"19","Almere","Almere Deze Week","lokaal","d66","d66",38
"20","Almere","Almere Deze Week","lokaal","gl","gl",20
"21","Almere","Almere Deze Week","lokaal","lokaal","almereanders",34
"22","Almere","Almere Deze Week","lokaal","lokaal","ap_opa",68
"23","Almere","Almere Deze Week","lokaal","lokaal","glp",38
"24","Almere","Almere Deze Week","lokaal","lokaal","la",110
"25","Almere","Almere Deze Week","lokaal","lokaal","ra",8
"26","Almere","Almere Deze Week","lokaal","lokaal","wow",7
"27","Almere","Almere Deze Week","lokaal","lokaal","wstav",44
"28","Almere","Almere Deze Week","lokaal","pvda","pvda",89
"29","Almere","Almere Deze Week","lokaal","pvdd","pvdd",17
"30","Almere","Almere Deze Week","lokaal","pvv","pvv",109
"31","Almere","Almere Deze Week","lokaal","sp","sp",33
"32","Almere","Almere Deze Week","lokaal","vvd","vvd",50
"33","Almere","almeredezeweek.nl","lokaal","cda","cda",129
"34","Almere","almeredezeweek.nl","lokaal","cu","cu",21
"35","Almere","almeredezeweek.nl","lokaal","d66","d66",75
"36","Almere","almeredezeweek.nl","lokaal","gl","gl",29
"37","Almere","almeredezeweek.nl","lokaal","lokaal","almereanders",66
"38","Almere","almeredezeweek.nl","lokaal","lokaal","ap_opa",51
"39","Almere","almeredezeweek.nl","lokaal","lokaal","glp",23
"40","Almere","almeredezeweek.nl","lokaal","lokaal","la",225
"41","Almere","almeredezeweek.nl","lokaal","lokaal","ra",2
"42","Almere","almeredezeweek.nl","lokaal","lokaal","wow",2
"43","Almere","almeredezeweek.nl","lokaal","lokaal","wstav",61
"44","Almere","almeredezeweek.nl","lokaal","pvda","pvda",134
"45","Almere","almeredezeweek.nl","lokaal","pvdd","pvdd",10
"46","Almere","almeredezeweek.nl","lokaal","pvv","pvv",190
"47","Almere","almeredezeweek.nl","lokaal","sp","sp",33
"48","Almere","almeredezeweek.nl","lokaal","vvd","vvd",104
"49","Almere","omroepalmere.nl","lokaal","cda","cda",80
"50","Almere","omroepalmere.nl","lokaal","cu","cu",21
"51","Almere","omroepalmere.nl","lokaal","d66","d66",78
"52","Almere","omroepalmere.nl","lokaal","gl","gl",3
"53","Almere","omroepalmere.nl","lokaal","lokaal","almereanders",14
"54","Almere","omroepalmere.nl","lokaal","lokaal","ap_opa",26
"55","Almere","omroepalmere.nl","lokaal","lokaal","glp",30
"56","Almere","omroepalmere.nl","lokaal","lokaal","la",58
"57","Almere","omroepalmere.nl","lokaal","lokaal","ra",24
"58","Almere","omroepalmere.nl","lokaal","lokaal","wstav",3
"59","Almere","omroepalmere.nl","lokaal","pvda","pvda",24
"60","Almere","omroepalmere.nl","lokaal","pvdd","pvdd",1
"61","Almere","omroepalmere.nl","lokaal","pvv","pvv",21
"62","Almere","omroepalmere.nl","lokaal","sp","sp",18
"63","Almere","omroepalmere.nl","lokaal","vvd","vvd",35
"64","Almere","omroepflevoland.nl","lokaal","cda","cda",268
"65","Almere","omroepflevoland.nl","lokaal","cu","cu",95
"66","Almere","omroepflevoland.nl","lokaal","d66","d66",199
"67","Almere","omroepflevoland.nl","lokaal","gl","gl",124
"68","Almere","omroepflevoland.nl","lokaal","lokaal","almereanders",21
"69","Almere","omroepflevoland.nl","lokaal","lokaal","ap_opa",10
"70","Almere","omroepflevoland.nl","lokaal","lokaal","glp",8
"71","Almere","omroepflevoland.nl","lokaal","lokaal","la",207
"72","Almere","omroepflevoland.nl","lokaal","lokaal","ra",15
"73","Almere","omroepflevoland.nl","lokaal","lokaal","wow",9
"74","Almere","omroepflevoland.nl","lokaal","lokaal","wstav",84
"75","Almere","omroepflevoland.nl","lokaal","pvda","pvda",137
"76","Almere","omroepflevoland.nl","lokaal","pvdd","pvdd",16
"77","Almere","omroepflevoland.nl","lokaal","pvv","pvv",125
"78","Almere","omroepflevoland.nl","lokaal","sp","sp",152
"79","Almere","omroepflevoland.nl","lokaal","vvd","vvd",226
"80","Amsterdam","at5.nl","lokaal","cda","cda",106
"81","Amsterdam","at5.nl","lokaal","cu","cu",28
"82","Amsterdam","at5.nl","lokaal","d66","d66",375
"83","Amsterdam","at5.nl","lokaal","denk","denk",584
"84","Amsterdam","at5.nl","lokaal","fvd","fvd",599
"85","Amsterdam","at5.nl","lokaal","gl","gl",287
"86","Amsterdam","at5.nl","lokaal","lokaal","antiscooter",2
"87","Amsterdam","at5.nl","lokaal","lokaal","basisinkomen",3
"88","Amsterdam","at5.nl","lokaal","lokaal","bij1",90
"89","Amsterdam","at5.nl","lokaal","lokaal","blanco17",20
"90","Amsterdam","at5.nl","lokaal","lokaal","blanco28",4
"91","Amsterdam","at5.nl","lokaal","lokaal","carryonthemove",3
"92","Amsterdam","at5.nl","lokaal","lokaal","piratenpartij",43
"93","Amsterdam","at5.nl","lokaal","lokaal","pvo",34
"94","Amsterdam","at5.nl","lokaal","lokaal","queer",15
"95","Amsterdam","at5.nl","lokaal","lokaal","samen",126
"96","Amsterdam","at5.nl","lokaal","lokaal","stemvandestraat",23
"97","Amsterdam","at5.nl","lokaal","lokaal","ubuntu",1
"98","Amsterdam","at5.nl","lokaal","plus50","plus50",5
"99","Amsterdam","at5.nl","lokaal","pvda","pvda",358
"100","Amsterdam","at5.nl","lokaal","pvdd","pvdd",105
"101","Amsterdam","at5.nl","lokaal","sgp","sgp",19
"102","Amsterdam","at5.nl","lokaal","sp","sp",329
"103","Amsterdam","at5.nl","lokaal","vvd","vvd",364
"104","Amsterdam","echo.nl","lokaal","cda","cda",10
"105","Amsterdam","echo.nl","lokaal","cu","cu",3
"106","Amsterdam","echo.nl","lokaal","d66","d66",34
"107","Amsterdam","echo.nl","lokaal","denk","denk",30
"108","Amsterdam","echo.nl","lokaal","fvd","fvd",78
"109","Amsterdam","echo.nl","lokaal","gl","gl",22
"110","Amsterdam","echo.nl","lokaal","lokaal","antiscooter",4
"111","Amsterdam","echo.nl","lokaal","lokaal","bb",9
"112","Amsterdam","echo.nl","lokaal","lokaal","bij1",11
"113","Amsterdam","echo.nl","lokaal","lokaal","piratenpartij",9
"114","Amsterdam","echo.nl","lokaal","lokaal","pvo",2
"115","Amsterdam","echo.nl","lokaal","lokaal","samen",48
"116","Amsterdam","echo.nl","lokaal","plus50","plus50",3
"117","Amsterdam","echo.nl","lokaal","pvda","pvda",29
"118","Amsterdam","echo.nl","lokaal","pvdd","pvdd",19
"119","Amsterdam","echo.nl","lokaal","sgp","sgp",2
"120","Amsterdam","echo.nl","lokaal","sp","sp",25
"121","Amsterdam","echo.nl","lokaal","vvd","vvd",30
"122","Amsterdam","Het Parool","lokaal","cda","cda",215
"123","Amsterdam","Het Parool","lokaal","cu","cu",89
"124","Amsterdam","Het Parool","lokaal","d66","d66",611
"125","Amsterdam","Het Parool","lokaal","denk","denk",936
"126","Amsterdam","Het Parool","lokaal","fvd","fvd",486
"127","Amsterdam","Het Parool","lokaal","gl","gl",463
"128","Amsterdam","Het Parool","lokaal","lokaal","antiscooter",19
"129","Amsterdam","Het Parool","lokaal","lokaal","basisinkomen",10
"130","Amsterdam","Het Parool","lokaal","lokaal","bb",6
"131","Amsterdam","Het Parool","lokaal","lokaal","bij1",187
"132","Amsterdam","Het Parool","lokaal","lokaal","blanco17",19
"133","Amsterdam","Het Parool","lokaal","lokaal","blanco28",21
"134","Amsterdam","Het Parool","lokaal","lokaal","carryonthemove",17
"135","Amsterdam","Het Parool","lokaal","lokaal","piratenpartij",31
"136","Amsterdam","Het Parool","lokaal","lokaal","platformadam",6
"137","Amsterdam","Het Parool","lokaal","lokaal","pvi",12
"138","Amsterdam","Het Parool","lokaal","lokaal","pvo",28
"139","Amsterdam","Het Parool","lokaal","lokaal","queer",38
"140","Amsterdam","Het Parool","lokaal","lokaal","republikeinsepartij",18
"141","Amsterdam","Het Parool","lokaal","lokaal","samen",496
"142","Amsterdam","Het Parool","lokaal","lokaal","stemvandestraat",28
"143","Amsterdam","Het Parool","lokaal","plus50","plus50",38
"144","Amsterdam","Het Parool","lokaal","pvda","pvda",418
"145","Amsterdam","Het Parool","lokaal","pvdd","pvdd",123
"146","Amsterdam","Het Parool","lokaal","sgp","sgp",62
"147","Amsterdam","Het Parool","lokaal","sp","sp",334
"148","Amsterdam","Het Parool","lokaal","vvd","vvd",629
"149","Amsterdam","nhnieuws.nl","lokaal","cda","cda",118
"150","Amsterdam","nhnieuws.nl","lokaal","cu","cu",64
"151","Amsterdam","nhnieuws.nl","lokaal","d66","d66",217
"152","Amsterdam","nhnieuws.nl","lokaal","denk","denk",144
"153","Amsterdam","nhnieuws.nl","lokaal","fvd","fvd",95
"154","Amsterdam","nhnieuws.nl","lokaal","gl","gl",145
"155","Amsterdam","nhnieuws.nl","lokaal","lokaal","antiscooter",2
"156","Amsterdam","nhnieuws.nl","lokaal","lokaal","basisinkomen",1
"157","Amsterdam","nhnieuws.nl","lokaal","lokaal","bij1",9
"158","Amsterdam","nhnieuws.nl","lokaal","lokaal","blanco17",1
"159","Amsterdam","nhnieuws.nl","lokaal","lokaal","blanco28",2
"160","Amsterdam","nhnieuws.nl","lokaal","lokaal","piratenpartij",9
"161","Amsterdam","nhnieuws.nl","lokaal","lokaal","platformadam",1
"162","Amsterdam","nhnieuws.nl","lokaal","lokaal","pvi",3
"163","Amsterdam","nhnieuws.nl","lokaal","lokaal","pvo",2
"164","Amsterdam","nhnieuws.nl","lokaal","lokaal","queer",49
"165","Amsterdam","nhnieuws.nl","lokaal","lokaal","republikeinsepartij",1
"166","Amsterdam","nhnieuws.nl","lokaal","lokaal","samen",127
"167","Amsterdam","nhnieuws.nl","lokaal","lokaal","ubuntu",1
"168","Amsterdam","nhnieuws.nl","lokaal","plus50","plus50",3
"169","Amsterdam","nhnieuws.nl","lokaal","pvda","pvda",161
"170","Amsterdam","nhnieuws.nl","lokaal","pvdd","pvdd",20
"171","Amsterdam","nhnieuws.nl","lokaal","sgp","sgp",21
"172","Amsterdam","nhnieuws.nl","lokaal","sp","sp",55
"173","Amsterdam","nhnieuws.nl","lokaal","vvd","vvd",204
"174","Amsterdam","parool.nl","lokaal","cda","cda",211
"175","Amsterdam","parool.nl","lokaal","cu","cu",54
"176","Amsterdam","parool.nl","lokaal","d66","d66",517
"177","Amsterdam","parool.nl","lokaal","denk","denk",612
"178","Amsterdam","parool.nl","lokaal","fvd","fvd",631
"179","Amsterdam","parool.nl","lokaal","gl","gl",515
"180","Amsterdam","parool.nl","lokaal","lokaal","antiscooter",16
"181","Amsterdam","parool.nl","lokaal","lokaal","basisinkomen",12
"182","Amsterdam","parool.nl","lokaal","lokaal","bb",4
"183","Amsterdam","parool.nl","lokaal","lokaal","bij1",116
"184","Amsterdam","parool.nl","lokaal","lokaal","blanco17",16
"185","Amsterdam","parool.nl","lokaal","lokaal","blanco28",20
"186","Amsterdam","parool.nl","lokaal","lokaal","carryonthemove",3
"187","Amsterdam","parool.nl","lokaal","lokaal","piratenpartij",31
"188","Amsterdam","parool.nl","lokaal","lokaal","pvi",14
"189","Amsterdam","parool.nl","lokaal","lokaal","pvo",37
"190","Amsterdam","parool.nl","lokaal","lokaal","samen",282
"191","Amsterdam","parool.nl","lokaal","lokaal","stemvandestraat",32
"192","Amsterdam","parool.nl","lokaal","lokaal","ubuntu",9
"193","Amsterdam","parool.nl","lokaal","plus50","plus50",122
"194","Amsterdam","parool.nl","lokaal","pvda","pvda",398
"195","Amsterdam","parool.nl","lokaal","pvdd","pvdd",112
"196","Amsterdam","parool.nl","lokaal","sgp","sgp",39
"197","Amsterdam","parool.nl","lokaal","sp","sp",355
"198","Amsterdam","parool.nl","lokaal","vvd","vvd",578
"199","Bunschoten","ad.nl/amersfoort","lokaal","cda","cda",54
"200","Bunschoten","ad.nl/amersfoort","lokaal","cu","cu",54
"201","Bunschoten","ad.nl/amersfoort","lokaal","lokaal","cap",7
"202","Bunschoten","ad.nl/amersfoort","lokaal","lokaal","svp",1
"203","Bunschoten","ad.nl/amersfoort","lokaal","sgp","sgp",37
"204","Bunschoten","ad.nl/amersfoort","lokaal","vvd","vvd",114
"205","Bunschoten","AD/Amersfoortse Courant","regionaal","cda","cda",192
"206","Bunschoten","AD/Amersfoortse Courant","regionaal","cu","cu",139
"207","Bunschoten","AD/Amersfoortse Courant","regionaal","lokaal","cap",10
"208","Bunschoten","AD/Amersfoortse Courant","regionaal","lokaal","svp",1
"209","Bunschoten","AD/Amersfoortse Courant","regionaal","sgp","sgp",79
"210","Bunschoten","AD/Amersfoortse Courant","regionaal","vvd","vvd",324
"211","Bunschoten","De Gooi- en Eemlander","regionaal","cda","cda",356
"212","Bunschoten","De Gooi- en Eemlander","regionaal","cu","cu",135
"213","Bunschoten","De Gooi- en Eemlander","regionaal","lokaal","cap",5
"214","Bunschoten","De Gooi- en Eemlander","regionaal","sgp","sgp",78
"215","Bunschoten","De Gooi- en Eemlander","regionaal","vvd","vvd",386
"216","Bunschoten","debunschoter.nl","lokaal","cda","cda",17
"217","Bunschoten","debunschoter.nl","lokaal","cu","cu",23
"218","Bunschoten","debunschoter.nl","lokaal","lokaal","cap",29
"219","Bunschoten","debunschoter.nl","lokaal","lokaal","svp",26
"220","Bunschoten","debunschoter.nl","lokaal","sgp","sgp",36
"221","Bunschoten","debunschoter.nl","lokaal","vvd","vvd",21
"222","Bunschoten","gooieneemlander.nl","lokaal","cda","cda",84
"223","Bunschoten","gooieneemlander.nl","lokaal","cu","cu",86
"224","Bunschoten","gooieneemlander.nl","lokaal","sgp","sgp",40
"225","Bunschoten","gooieneemlander.nl","lokaal","vvd","vvd",104
"226","Bunschoten","rtvbunschoten.nl","lokaal","cda","cda",9
"227","Bunschoten","rtvbunschoten.nl","lokaal","cu","cu",5
"228","Bunschoten","rtvbunschoten.nl","lokaal","sgp","sgp",5
"229","Bunschoten","rtvbunschoten.nl","lokaal","vvd","vvd",4
"230","Bunschoten","rtvutrecht.nl","lokaal","cda","cda",123
"231","Bunschoten","rtvutrecht.nl","lokaal","cu","cu",112
"232","Bunschoten","rtvutrecht.nl","lokaal","lokaal","cap",14
"233","Bunschoten","rtvutrecht.nl","lokaal","lokaal","svp",7
"234","Bunschoten","rtvutrecht.nl","lokaal","sgp","sgp",95
"235","Bunschoten","rtvutrecht.nl","lokaal","vvd","vvd",233
"236","Enschede","De Twentsche Courant Tubantia","regionaal","cda","cda",1045
"237","Enschede","De Twentsche Courant Tubantia","regionaal","cu","cu",361
"238","Enschede","De Twentsche Courant Tubantia","regionaal","d66","d66",652
"239","Enschede","De Twentsche Courant Tubantia","regionaal","denk","denk",880
"240","Enschede","De Twentsche Courant Tubantia","regionaal","gl","gl",520
"241","Enschede","De Twentsche Courant Tubantia","regionaal","lokaal","bbe",136
"242","Enschede","De Twentsche Courant Tubantia","regionaal","lokaal","dpe",45
"243","Enschede","De Twentsche Courant Tubantia","regionaal","lokaal","ea",36
"244","Enschede","De Twentsche Courant Tubantia","regionaal","lokaal","liberaal053",51
"245","Enschede","De Twentsche Courant Tubantia","regionaal","lokaal","opa",197
"246","Enschede","De Twentsche Courant Tubantia","regionaal","pvda","pvda",659
"247","Enschede","De Twentsche Courant Tubantia","regionaal","pvv","pvv",562
"248","Enschede","De Twentsche Courant Tubantia","regionaal","sp","sp",272
"249","Enschede","De Twentsche Courant Tubantia","regionaal","vvd","vvd",799
"250","Enschede","fmenschede.nl","lokaal","cda","cda",69
"251","Enschede","fmenschede.nl","lokaal","cu","cu",72
"252","Enschede","fmenschede.nl","lokaal","d66","d66",80
"253","Enschede","fmenschede.nl","lokaal","denk","denk",138
"254","Enschede","fmenschede.nl","lokaal","gl","gl",74
"255","Enschede","fmenschede.nl","lokaal","lokaal","bbe",58
"256","Enschede","fmenschede.nl","lokaal","lokaal","dpe",5
"257","Enschede","fmenschede.nl","lokaal","lokaal","ea",16
"258","Enschede","fmenschede.nl","lokaal","lokaal","liberaal053",14
"259","Enschede","fmenschede.nl","lokaal","lokaal","opa",43
"260","Enschede","fmenschede.nl","lokaal","pvda","pvda",75
"261","Enschede","fmenschede.nl","lokaal","pvv","pvv",39
"262","Enschede","fmenschede.nl","lokaal","sp","sp",40
"263","Enschede","fmenschede.nl","lokaal","vvd","vvd",41
"264","Enschede","huisaanhuisenschede.nl","lokaal","cda","cda",2
"265","Enschede","huisaanhuisenschede.nl","lokaal","cu","cu",33
"266","Enschede","huisaanhuisenschede.nl","lokaal","d66","d66",5
"267","Enschede","huisaanhuisenschede.nl","lokaal","denk","denk",10
"268","Enschede","huisaanhuisenschede.nl","lokaal","gl","gl",5
"269","Enschede","huisaanhuisenschede.nl","lokaal","lokaal","bbe",5
"270","Enschede","huisaanhuisenschede.nl","lokaal","lokaal","dpe",1
"271","Enschede","huisaanhuisenschede.nl","lokaal","lokaal","liberaal053",1
"272","Enschede","huisaanhuisenschede.nl","lokaal","lokaal","opa",3
"273","Enschede","huisaanhuisenschede.nl","lokaal","pvda","pvda",6
"274","Enschede","huisaanhuisenschede.nl","lokaal","pvv","pvv",9
"275","Enschede","huisaanhuisenschede.nl","lokaal","sp","sp",1
"276","Enschede","huisaanhuisenschede.nl","lokaal","vvd","vvd",7
"277","Enschede","indebuurtenschede.nl","lokaal","cda","cda",25
"278","Enschede","indebuurtenschede.nl","lokaal","cu","cu",46
"279","Enschede","indebuurtenschede.nl","lokaal","d66","d66",24
"280","Enschede","indebuurtenschede.nl","lokaal","denk","denk",27
"281","Enschede","indebuurtenschede.nl","lokaal","gl","gl",77
"282","Enschede","indebuurtenschede.nl","lokaal","lokaal","bbe",63
"283","Enschede","indebuurtenschede.nl","lokaal","lokaal","dpe",43
"284","Enschede","indebuurtenschede.nl","lokaal","lokaal","ea",4
"285","Enschede","indebuurtenschede.nl","lokaal","lokaal","liberaal053",27
"286","Enschede","indebuurtenschede.nl","lokaal","lokaal","opa",59
"287","Enschede","indebuurtenschede.nl","lokaal","pvda","pvda",86
"288","Enschede","indebuurtenschede.nl","lokaal","pvv","pvv",9
"289","Enschede","indebuurtenschede.nl","lokaal","sp","sp",8
"290","Enschede","indebuurtenschede.nl","lokaal","vvd","vvd",8
"291","Enschede","rtvoost.nl","lokaal","cda","cda",284
"292","Enschede","rtvoost.nl","lokaal","cu","cu",144
"293","Enschede","rtvoost.nl","lokaal","d66","d66",231
"294","Enschede","rtvoost.nl","lokaal","denk","denk",114
"295","Enschede","rtvoost.nl","lokaal","gl","gl",122
"296","Enschede","rtvoost.nl","lokaal","lokaal","bbe",23
"297","Enschede","rtvoost.nl","lokaal","lokaal","dpe",1
"298","Enschede","rtvoost.nl","lokaal","lokaal","ea",6
"299","Enschede","rtvoost.nl","lokaal","lokaal","liberaal053",1
"300","Enschede","rtvoost.nl","lokaal","pvda","pvda",171
"301","Enschede","rtvoost.nl","lokaal","pvv","pvv",51
"302","Enschede","rtvoost.nl","lokaal","sp","sp",67
"303","Enschede","rtvoost.nl","lokaal","vvd","vvd",133
"304","Enschede","tubantia.nl","lokaal","cda","cda",315
"305","Enschede","tubantia.nl","lokaal","cu","cu",146
"306","Enschede","tubantia.nl","lokaal","d66","d66",310
"307","Enschede","tubantia.nl","lokaal","denk","denk",288
"308","Enschede","tubantia.nl","lokaal","gl","gl",217
"309","Enschede","tubantia.nl","lokaal","lokaal","bbe",17
"310","Enschede","tubantia.nl","lokaal","lokaal","dpe",10
"311","Enschede","tubantia.nl","lokaal","lokaal","ea",2
